,Unnamed: 0,cast_id,character,credit_id,gender,id,name,order,profile_path,movies,appearance,budget_array
1501,1501,8,Bev,57929c149251413ce1002fa3,1,19995,Marianne Faithfull,5,/sVWt2U1im7YZcCVlW6YF9RT5yZR.jpg,"[45549, 139058, 11845, 99859, 50789, 1887, 2266, 1922, 29369, 42605, 70577, 29722, 36096, 68048, 18944, 201365]",16,"[0, 0, 0, 0, 500000, 40000000, 13000000, 0, 50000, 0, 15000000, 0, 0, 0, 0, 0]"
1502,1502,11,Dix,57929c3f9251414b3b002473,2,202032,Ralph Ineson,8,/zqvpAuiocN9hHjg6f9Dqu2S8y9x.jpg,"[45549, 6520, 25719, 768, 21641, 767, 22447, 20662, 12444, 37234, 44009, 12445, 63207, 194101, 121674, 118340, 14524, 207703, 310131, 290595, 405576, 458335]",22,"[0, 55000000, 3000000, 35000000, 10000000, 250000000, 0, 200000000, 250000000, 2000000, 8000000, 125000000, 13000000, 0, 0, 170000000, 0, 81000000, 3500000, 115000000, 0, 0]"
1503,1503,12,Peters,57929c489251413dae002ff4,2,19299,Eamonn Walker,9,/mfB9S91rT1ZbqZloEn5i5jYTKoC.jpg,"[45549, 9741, 9567, 45203, 15907, 1830, 14299, 28089, 22164, 44129, 81390]",11,"[0, 75000000, 70000000, 0, 12000000, 42000000, 12000000, 6500000, 3700000, 15000000, 4000000]"
1505,1505,14,Market Trader,57929c62c3a368636b00164f,2,11355,Jason Isaacs,11,/1GtGhAJz1JloqHARqc2xMsq5rG4.jpg,"[45549, 8840, 8413, 95, 9425, 20024, 2024, 1921, 855, 43997, 1576, 12100, 10771, 672, 47232, 54390, 10601, 47657, 13919, 16022, 674, 8998, 675, 12410, 22972, 40662, 12444, 49013, 12445, 46909, 59965, 65291, 158916, 159932, 267795, 228150, 308361, 57709, 323027, 211166, 291851, 325789, 340837, 403570]",44,"[0, 57000000, 60000000, 140000000, 75000000, 23000000, 110000000, 40000000, 92000000, 0, 33000000, 115000000, 0, 100000000, 0, 0, 100000000, 0, 0, 0, 150000000, 6500000, 150000000, 0, 100000000, 0, 250000000, 200000000, 125000000, 0, 35000000, 3500000, 7000000, 0, 0, 68000000, 0, 0, 0, 0, 0, 25000000, 40000000, 0]"
1507,1507,22,Mrs Taylor,5906727ec3a3684a4e0259f5,1,185464,Tilly Vosburgh,13,/ed4ZGtFjcDPKoM0iPuud77L5KaE.jpg,"[45549, 11828, 52083, 11109, 4347, 14748, 57978, 77949, 45945, 158914, 250734]",11,"[0, 0, 0, 11000000, 30000000, 0, 0, 4798235, 0, 0, 0]"
1520,1520,6,Actor/Herself,52fe469ac3a368484e099bdf,1,74954,Corinne Bohrer,4,/i4U1Xg5173eoQbyEQklVy8pyCM3.jpg,"[63076, 31044, 54007, 10587, 26603, 37191, 23943, 27323, 21029, 26450, 54803, 51743, 30411]",13,"[0, 0, 0, 0, 0, 0, 0, 300000, 0, 0, 0, 0, 0]"
1521,1521,14,Himself,52fe469ac3a368484e099c05,2,42545,Ron Jeremy,5,/l4aDQlLafsG3N4pJ3W6YjpMXWI3.jpg,"[63076, 187851, 40506, 8195, 8675, 18588, 125263, 28604, 8374, 2155, 60005, 50562, 1809, 51182, 45042, 27601, 16233, 10694, 21710, 17287, 17073, 125553, 56325, 79771, 24133, 120771, 117942, 93116, 13611, 284581, 40774, 288154, 55249, 41568, 207680, 14005, 402976, 222848]",38,"[0, 0, 0, 55000000, 1000000, 0, 0, 0, 6000000, 42000000, 0, 0, 4000000, 0, 0, 500000, 350000, 26000000, 0, 0, 0, 0, 230, 0, 0, 0, 500000, 0, 250000, 0, 0, 1400000, 0, 0, 0, 0, 0, 0]"
1523,1523,2,Deputy Mayor Kevin Calhoun,52fe43ee9251416c75023721,2,3036,John Cusack,1,/uKydQYuZ9TnCzvbQLtj6j98vWAT.jpg,"[11062, 11382, 10467, 10608, 18129, 13667, 235, 9434, 1701, 9444, 8197, 35144, 15144, 21500, 84116, 12626, 2028, 18282, 10403, 8741, 12596, 25232, 492, 32274, 243, 40841, 14464, 25447, 13554, 19200, 27461, 11467, 9778, 13571, 2757, 13560, 2832, 8992, 11329, 55448, 36709, 41578, 116008, 11648, 9005, 1441, 3021, 5126, 25740, 18893, 11161, 13191, 14248, 14161, 23048, 38407, 70436, 82390, 77234, 81167, 132363, 199373, 180314, 136911, 143049, 220286, 242076, 157851, 241254, 286654, 256092, 243938, 300168, 271714, 340275, 168098, 388202, 16331]",78,"[0, 0, 0, 0, 0, 0, 8000000, 0, 75000000, 53000000, 35000000, 0, 6500000, 0, 0, 20000000, 0, 0, 8000000, 52000000, 33000000, 0, 13000000, 0, 30000000, 0, 0, 0, 0, 14000000, 0, 0, 28000000, 0, 19000000, 11000000, 30000000, 0, 60000000, 11000000, 0, 0, 0, 30000000, 0, 25000000, 25000000, 0, 0, 0, 0, 5000000, 25000000, 200000000, 36000000, 50000000, 26000000, 12500000, 10000000, 0, 25000000, 27220000, 0, 25000000, 0, 0, 0, 0, 18000000, 0, 12000000, 14000000, 65000000, 0, 0, 0, 10000000, 0]"
1524,1524,10,Frank Anselmo,52fe43ee9251416c7502374d,2,1004,Danny Aiello,3,/UvPalkz4ynJJrTcrbpfD05gVoO.jpg,"[11062, 101, 3586, 46029, 9401, 240, 311, 10849, 30890, 2039, 925, 2291, 201724, 9085, 32059, 22617, 23668, 63435, 42459, 79888, 70709, 30349, 9292, 17258, 1723, 43267, 179798, 18502, 39233, 40881, 186, 45408, 71825, 288421, 68761, 48949, 49712, 251994, 104043, 193387]",40,"[0, 16000000, 15000000, 0, 0, 13000000, 30000000, 15000000, 16000000, 0, 6500000, 25000000, 0, 30000000, 0, 0, 0, 0, 0, 0, 0, 0, 65000000, 15000000, 0, 0, 0, 1700000, 0, 0, 27000000, 0, 0, 0, 0, 0, 0, 5000000, 0, 0]"
1525,1525,11,Judge Walter Stern,54e40104925141195a00a8f8,2,2641,Martin Landau,4,/ylT7pqkcPNsHloe2dJsePFSoIkE.jpg,"[11062, 522, 867, 18975, 213, 18423, 846, 10220, 40160, 11374, 143299, 37305, 11562, 2668, 20697, 2428, 8095, 28176, 11086, 46717, 72308, 44932, 40952, 5921, 11375, 113290, 23194, 28943, 20674, 34732, 13600, 17803, 12244, 71825, 1789, 51384, 62214, 81167, 85984, 65674, 204784, 100088, 84425, 107352, 103260, 302528, 262829, 150273]",48,"[0, 18000000, 40000000, 0, 4000000, 0, 66000000, 12000000, 0, 80000000, 0, 0, 19000000, 100000000, 24000000, 20000000, 31115000, 0, 72000000, 45000000, 0, 150000, 20000000, 0, 75000000, 0, 0, 0, 0, 0, 55000000, 0, 30000000, 0, 0, 0, 39000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1526,1526,1,Anthony Adams,52fe458b9251416c7505a34d,2,36422,Luke Wilson,0,/n7CRA7h1z3FVOzBJ5EjfSrPQbvl.jpg,"[13685, 19952, 63437, 4233, 12257, 11545, 11001, 62994, 17908, 40562, 4327, 8835, 14033, 9428, 11635, 17813, 9471, 10327, 24356, 10204, 8699, 37270, 9043, 14887, 18276, 4474, 7512, 12183, 9955, 10294, 8141, 5176, 15017, 13107, 16873, 34803, 33215, 38842, 94204, 244772, 277547, 330115, 153795, 328869, 321741, 347969, 328429, 376501, 253343, 389630, 15314, 333667]",52,"[7000000, 1000000, 0, 24000000, 15000000, 9000000, 65000000, 0, 7000000, 3000000, 92000000, 18000000, 0, 21000000, 24000000, 30000000, 120000000, 45000000, 0, 110000000, 26000000, 0, 0, 0, 0, 0, 30000000, 0, 53000000, 19000000, 4000000, 55000000, 10000000, 0, 4000000, 21000000, 0, 22000000, 0, 0, 0, 0, 7000000, 0, 35000000, 60000000, 0, 0, 0, 0, 0, 60000000]"
1527,1527,2,Dignan,52fe458b9251416c7505a351,2,887,Owen Wilson,1,/j7oYgvfDiO34VcFdSB7GhM2CSle.jpg,"[13685, 9894, 9360, 95, 22318, 12479, 11618, 21719, 8584, 1597, 9398, 8007, 9428, 8427, 6038, 12634, 9384, 10204, 421, 693, 9522, 920, 1819, 1593, 12183, 4538, 8457, 14306, 18360, 10315, 38579, 42888, 39451, 48988, 59436, 49013, 73937, 116741, 81167, 175574, 120467, 13934, 209244, 171274, 181533, 245906, 192141, 329833, 217057, 213681, 260514]",51,"[7000000, 47000000, 45000000, 140000000, 0, 12000000, 80000000, 0, 55000000, 55000000, 28000000, 40000000, 21000000, 70000000, 50000000, 50000000, 60000000, 110000000, 50000000, 80000000, 40000000, 120000000, 54000000, 110000000, 0, 16000000, 40000000, 60000000, 150000000, 40000000, 50000000, 120000000, 100000000, 36000000, 30000000, 200000000, 41000000, 58000000, 0, 55000000, 30000000, 0, 0, 20000000, 127000000, 0, 5000000, 50000000, 0, 25000000, 175000000]"
1531,1531,15,Mr. Henry,52fe458b9251416c7505a38f,2,3085,James Caan,6,/g4bxNXWft1jLZX8gKk4G6ypkTUf.jpg,"[13685, 18551, 18133, 9268, 281085, 238, 10723, 200383, 240, 8592, 25232, 19457, 10154, 6644, 1700, 12518, 10128, 1619, 28368, 25221, 42787, 39282, 44800, 149445, 11484, 11524, 37335, 81001, 31932, 10719, 553, 5902, 42201, 10970, 87417, 18047, 42168, 84847, 12591, 31604, 11665, 20802, 69342, 22794, 12572, 26765, 59231, 38842, 27441, 76875, 53172, 80046, 74308, 87428, 65049, 95755, 109451, 193645, 241765, 62709, 190955, 48949, 149871, 278086, 63472, 45020, 40624, 227325, 323383, 112130, 111981, 285844, 55249, 321621, 339994, 149026, 1848]",77,"[7000000, 0, 0, 100000000, 0, 6000000, 25000000, 0, 13000000, 47000000, 0, 0, 0, 4653000, 20000000, 25000000, 16000000, 8500000, 0, 40000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32000000, 10000000, 22000000, 0, 0, 0, 0, 0, 0, 0, 0, 80000000, 0, 0, 100000000, 14700000, 0, 0, 22000000, 0, 0, 12000000, 0, 0, 70000000, 0, 2000000, 78000000, 0, 4000000, 0, 25500000, 0, 49300000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1537,1537,1,Martha Alston,52fe4735c3a36847f81291ad,1,14,Ellen DeGeneres,0,/4LG2bFkqOzxzR1kpnoDcwIVuQTG.jpg,"[47475, 9612, 3050, 11374, 49981, 31342, 12, 28031, 26366, 345323, 127380]",11,"[0, 0, 71000000, 80000000, 20000000, 0, 94000000, 0, 0, 0, 200000000]"
1538,1538,2,Whitman Crawford,52fe4735c3a36847f81291b1,2,8984,Bill Pullman,1,/pIpTEQVbDif8m8OdjAxQKNCj0D6.jpg,"[47475, 8839, 2064, 12160, 50463, 2246, 2625, 858, 602, 638, 16148, 15300, 12151, 9825, 17707, 1049, 957, 11287, 11068, 46625, 7450, 10783, 136558, 31052, 58434, 11503, 44414, 9685, 25284, 108553, 1970, 10913, 36484, 4257, 8141, 9773, 13996, 10900, 15676, 19079, 58421, 11761, 37414, 65034, 53100, 100529, 5898, 191502, 58631, 69406, 156022, 157380, 224937, 240745, 128766, 291613, 47933, 88658, 261392, 292834]",60,"[0, 50000000, 17000000, 63000000, 0, 0, 0, 21000000, 75000000, 15000000, 5000000, 15000000, 0, 27000000, 25000000, 0, 22700000, 40000000, 0, 5000000, 75000000, 65000000, 0, 0, 0, 7000000, 0, 9000000, 2500000, 0, 10000000, 0, 0, 45000000, 4000000, 0, 5000000, 3500000, 4000000, 0, 0, 0, 13000000, 0, 0, 0, 2000000, 0, 5000000, 0, 55000000, 0, 0, 0, 0, 0, 165000000, 0, 28000000, 0]"
1539,1539,3,Inga Gunther,52fe4735c3a36847f81291b5,1,3234,Joan Cusack,2,/3jcrXcFYoSKEUvokzqrQ2UJGtw.jpg,"[47475, 11472, 10464, 2758, 46029, 9434, 10806, 33657, 15144, 21873, 84116, 12626, 37818, 3525, 129628, 2321, 2028, 16384, 91217, 77314, 10699, 11597, 1073, 4806, 863, 32274, 243, 10564, 1584, 10715, 4599, 13374, 9982, 8998, 13352, 5126, 13191, 8359, 20048, 10024, 10193, 50321, 51052, 84892, 57089, 77887, 82424, 130925, 256835, 60949, 249688, 284537, 218784, 341012, 373569]",55,"[0, 0, 0, 0, 0, 0, 35000000, 0, 6500000, 0, 0, 20000000, 0, 28000000, 0, 10000000, 0, 0, 0, 0, 42000000, 0, 21500000, 70000000, 90000000, 0, 30000000, 15000000, 35000000, 80000000, 50000000, 25000000, 150000000, 6500000, 0, 0, 5000000, 0, 40000000, 30000000, 200000000, 150000000, 0, 13000000, 30000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42000000]"
1540,1540,7,Jack Tramonte,54f4f48a9251416abf0006b2,2,923,Dean Stockwell,3,/gooE10UOH6t4geqsEbji9NiQalP.jpg,"[47475, 24405, 110465, 655, 14908, 9772, 11975, 33667, 841, 793, 2321, 10403, 17889, 96, 28368, 32924, 28176, 27834, 70011, 31661, 9104, 9846, 43759, 14595, 43004, 14462, 43439, 152426, 16234, 18836, 53939, 65891, 63100, 43610, 35921, 49600, 46068, 105077, 45663, 111390, 99351, 79950, 36820, 156713, 164073, 29236, 229757, 83957, 60009, 32064, 257521, 198240, 108322, 250558, 300532, 271665, 246133, 43735, 88065, 40249, 196359, 15982, 123092]",63,"[0, 0, 0, 1746964, 0, 85000000, 40000000, 2000000, 40000000, 6000000, 10000000, 8000000, 0, 20000000, 0, 0, 0, 0, 0, 0, 15000000, 0, 0, 0, 0, 80000000, 0, 0, 0, 3000000, 0, 0, 0, 2160000, 0, 1000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4000000, 0, 0, 0]"
1541,1541,6,Mrs. Crawford,54f4f47ac3a3683e2f000653,1,23709,Joan Plowright,4,/dGtQVBpLVqb0w53m15A7nVVt30A.jpg,"[47475, 10533, 2307, 25440, 9593, 47333, 41843, 26561, 11674, 17915, 10368, 10567, 2302, 18929, 27362, 73116, 26639, 12139, 10678, 37258, 3101, 47959, 15397, 12701, 9975, 47880, 8204, 56448, 60938, 29941, 5494, 55321, 277396]",33,"[0, 50000000, 0, 0, 85000000, 0, 16000000, 0, 54000000, 0, 12000000, 127500000, 0, 0, 0, 0, 0, 35000000, 20000000, 0, 0, 0, 0, 28000000, 50000000, 750000, 90000000, 0, 0, 0, 32000000, 0, 0]"
1542,1542,4,Annie,52fe4735c3a36847f81291b9,1,15250,Hope Davis,5,/m1RBUwfxms0o4PAOaHYaGT0DpAj.jpg,"[47475, 771, 49806, 167738, 41469, 28134, 1073, 24071, 125709, 98502, 1551, 11313, 2755, 26195, 2771, 15907, 9777, 6963, 9515, 9672, 9903, 8669, 12994, 4960, 12408, 45371, 202241, 15052, 39254, 73846, 127517, 121831, 21176, 271110, 265208, 254918]",36,"[0, 18000000, 0, 0, 0, 0, 21500000, 0, 0, 2000000, 26000000, 31000000, 30000000, 0, 0, 12000000, 20000000, 20000000, 10000000, 13000000, 25000000, 12000000, 0, 21000000, 0, 0, 20000000, 0, 110000000, 0, 10000000, 0, 0, 250000000, 30000000, 0]"
1546,1546,9,Dr. David Krane,52fe432fc3a36847f8040e4b,2,11477,Ray Liotta,0,/o4jJSH3sri9dSIJwsCgT4de1535.jpg,"[2045, 10464, 10447, 27281, 769, 2323, 34314, 2142, 28047, 10208, 9740, 10833, 4133, 17494, 11300, 50225, 8470, 11022, 2832, 25269, 26486, 49314, 9636, 10851, 19126, 18553, 7516, 11199, 18777, 5559, 2312, 16450, 13177, 16991, 15577, 17740, 21878, 22327, 37950, 35458, 70009, 74536, 50647, 122930, 64689, 135647, 68812, 97367, 165739, 173980, 122796, 157099, 145220, 286709, 189, 227300, 73818, 245916, 38190, 63139, 81010, 279914, 217896, 58625, 14561, 114394, 359790, 2324, 337747]",69,"[18000000, 0, 20000000, 0, 25000000, 0, 55000000, 15000000, 0, 24000000, 87000000, 35000000, 53000000, 23000000, 0, 0, 36000000, 6500000, 30000000, 18000000, 0, 0, 6800000, 0, 0, 0, 17000000, 0, 15500000, 150000000, 60000000, 0, 8000000, 0, 25000000, 0, 7500000, 18000000, 44000000, 0, 0, 15000000, 35000000, 5000000, 15000000, 0, 20000000, 15000000, 83000000, 0, 0, 5000000, 50000000, 5000000, 65000000, 0, 0, 5000000, 0, 0, 0, 12000000, 0, 0, 0, 0, 0, 3250000, 0]"
1547,1547,17,Dr. Martha Briggs,52fe432fc3a36847f8040e6b,1,9625,Linda Fiorentino,1,/aKadq5uC9CjCKtkMYPYECNcGz3s.jpg,"[2045, 11863, 34170, 607, 56651, 49792, 1832, 10416, 31776, 41971, 2165, 25284, 12490, 27590, 10843, 30069, 25674, 31015, 18631]",19,"[18000000, 50000000, 30000000, 90000000, 0, 0, 10000000, 60000000, 0, 0, 11000000, 2500000, 0, 0, 4500000, 0, 0, 0, 0]"
1548,1548,10,Don Bresler,52fe432fc3a36847f8040e4f,2,9979,Peter Coyote,2,/5zVvYZxE6T0OeL1iaFBBCzY3QOi.jpg,"[2045, 10497, 8223, 601, 10153, 10312, 20242, 12618, 12235, 462, 32014, 10229, 115332, 9280, 12528, 65300, 32235, 71010, 14652, 13020, 15124, 16042, 65572, 4204, 10005, 82877, 82877, 24939, 99279, 295087, 27996, 144114, 67328, 80337, 253626, 38162, 82136, 146315, 197276, 68115, 293603, 336121, 91556, 98644, 70554, 75018, 140465, 15982, 342472, 95190]",50,"[18000000, 5000000, 0, 10500000, 75000000, 50000000, 0, 64000000, 15000000, 52000000, 0, 11000000, 0, 35000000, 0, 0, 0, 0, 0, 0, 12000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300000, 0, 0, 0, 0, 0]"
1549,1549,13,Michael Stratton,52fe432fc3a36847f8040e5b,2,14595,Duncan Fraser,5,/65nwyXassO3PmeL8vvC7DKDXcSM.jpg,"[2045, 978, 10657, 33172, 21168, 8643, 19593, 2072, 17792, 18202, 42182, 47354]",12,"[18000000, 70000000, 0, 0, 0, 19000000, 0, 2000000, 0, 12000000, 0, 0]"
1553,1553,11,Happy Gilmore,52fe4511c3a36847f80ba93d,2,19292,Adam Sandler,0,/tv9V6QsuZ3bcp4ciUJjwjcc4qAg.jpg,"[9614, 11017, 24070, 13595, 9612, 10723, 11003, 14577, 10663, 9032, 26291, 9678, 11090, 19157, 2022, 8051, 13376, 11852, 9506, 1824, 2539, 27202, 9291, 9339, 2355, 3563, 10661, 10202, 20829, 38365, 50546, 38317, 71880, 87428, 76492, 109418, 232672, 284296, 243684, 238215, 257344, 345944, 159824, 347969, 389053, 419700, 396398]",47,"[12000000, 10000000, 15000000, 0, 0, 25000000, 18000000, 0, 23000000, 34200000, 1400000, 85000000, 22000000, 0, 50000000, 25000000, 0, 0, 75000000, 75000000, 80000000, 0, 82000000, 82500000, 20000000, 85000000, 90000000, 80000000, 75000000, 80000000, 80000000, 80000000, 79000000, 70000000, 85000000, 80000000, 40000000, 0, 0, 0, 88000000, 0, 80000000, 60000000, 0, 0, 0]"
1554,1554,27,Hal L. - Orderly in Nursing Home (uncredited),593b0a1f92514105cf000b26,2,7399,Ben Stiller,1,/o9M2PyoF7QDSMq1OwW0D892fIkV.jpg,"[9614, 10324, 2074, 14819, 2788, 9894, 16148, 544, 77469, 22318, 9824, 46286, 38809, 4967, 1597, 10110, 14464, 38982, 27418, 9398, 81442, 9428, 11857, 47329, 7288, 5966, 9384, 10710, 9472, 8699, 14923, 693, 27202, 953, 1593, 9842, 2179, 9038, 7446, 10527, 18360, 25472, 27583, 43939, 38055, 39451, 63578, 49020, 59108, 25154, 80321, 80035, 116745, 253292, 181533, 16191, 157723, 80346, 252512, 335310, 329833, 161143, 356298, 396398, 464207]",65,"[12000000, 0, 7000000, 0, 11500000, 47000000, 5000000, 23000000, 5000000, 0, 68000000, 0, 10000000, 30000000, 55000000, 35000000, 0, 0, 12000000, 28000000, 0, 21000000, 0, 0, 40000000, 42000000, 60000000, 40000000, 20000000, 26000000, 0, 80000000, 0, 75000000, 110000000, 20000000, 22000000, 60000000, 92000000, 150000000, 150000000, 0, 0, 0, 130000000, 100000000, 0, 0, 75000000, 0, 145000000, 68000000, 90000000, 0, 127000000, 9000000, 0, 0, 10000000, 0, 50000000, 0, 0, 0, 0]"
1555,1555,13,Virginia Venit,52fe4511c3a36847f80ba945,1,31171,Julie Bowen,3,/ad7u7IYpUZbhQPdzQ688fCSk0OX.jpg,"[9614, 9304, 9406, 12312, 26942, 21246, 14424, 35458, 51540, 57119, 83403, 218836, 157919]",13,"[12000000, 45000000, 22000000, 38000000, 0, 0, 0, 0, 35000000, 6600000, 0, 50000000, 7000000]"
1556,1556,14,Grandma Gilmore,52fe4511c3a36847f80ba949,0,11794,Frances Bay,4,/uaT5z1YQKZZ8WcYsnOnnI6DRWdW.jpg,"[9614, 2654, 18129, 793, 10495, 6488, 332, 1923, 9605, 18835, 2018, 30502, 12702, 9493, 26725, 483, 15659, 5521, 18191, 42173, 47090, 182499, 57680, 70046, 51091, 284457]",26,"[12000000, 8000000, 0, 6000000, 0, 31000000, 75000000, 10000000, 16000000, 0, 35000000, 0, 0, 15000000, 2278264, 9500000, 0, 0, 10000000, 0, 2000000, 0, 0, 0, 0, 0]"
1557,1557,15,Chubbs,52fe4511c3a36847f80ba94d,0,1101,Carl Weathers,5,/xOpDfVa83R1EdiNkWPNITfCH67e.jpg,"[9614, 1366, 1367, 1371, 1374, 840, 17339, 106, 10648, 10117, 4988, 87774, 26444, 13376, 10759, 92011, 81830, 213121, 56539, 279984, 97632]",21,"[12000000, 1000000, 7000000, 17000000, 31000000, 20000000, 5000000, 18000000, 0, 7000000, 0, 0, 0, 0, 15000000, 0, 0, 0, 0, 0, 0]"
1558,1558,16,Mr. Larson,52fe4511c3a36847f80ba951,0,10460,Richard Kiel,6,/5maNnMNe6DHxanWQ86gqVSihEGn.jpg,"[9614, 18331, 8879, 332, 17339, 2094, 691, 698, 11950, 84735, 20639, 31287, 11558, 38757, 27470, 73065, 27717, 42743]",18,"[12000000, 0, 0, 75000000, 5000000, 0, 14000000, 34000000, 0, 0, 0, 15000, 6500000, 260000000, 0, 0, 0, 0]"
1560,1560,18,Otto,52fe4511c3a36847f80ba959,2,20818,Allen Covert,8,/7A7pGOFmHZ4eCFm3cDtgxwxOu4e.jpg,"[9614, 14819, 10723, 11003, 10663, 11355, 9032, 9678, 19157, 2022, 13376, 9506, 1824, 9900, 3563, 14220, 12620, 10202, 14560, 50546, 71880, 109418, 232672, 257344]",24,"[12000000, 0, 25000000, 18000000, 23000000, 25000000, 34200000, 85000000, 0, 50000000, 0, 75000000, 75000000, 0, 85000000, 0, 25000000, 80000000, 26000000, 80000000, 79000000, 80000000, 40000000, 88000000]"
1561,1561,19,Jeering Fan,52fe4511c3a36847f80ba95d,2,59196,Joe Flaherty,9,/eQWzl4MazEkiaIsSuLIBBWB9zV9.jpg,"[9614, 11827, 165, 18282, 9781, 11718, 36536, 2614, 13166, 12236, 14475, 15313, 11078, 11519, 13700, 26555, 24772, 112973, 172413, 172413, 29083, 114255]",22,"[12000000, 9300000, 40000000, 0, 6500000, 0, 0, 0, 0, 0, 8000000, 0, 0, 35000000, 110000000, 15000000, 0, 0, 0, 0, 0, 250]"
1563,1563,21,IRS Agent,52fe4511c3a36847f80ba965,2,53684,Robert Smigel,11,/fBJaWXCzwnzrdZx6PkFiwhEClSh.jpg,"[9614, 8873, 9678, 8051, 13352, 3563, 10661, 76492, 89492, 253077, 316067, 257344, 159824, 389053, 382474, 411518, 263029]",17,"[12000000, 0, 85000000, 25000000, 0, 85000000, 90000000, 85000000, 35000000, 0, 0, 88000000, 80000000, 0, 0, 0, 0]"
1564,1564,22,Doug Thompson,52fe4511c3a36847f80ba969,2,17494,Dennis Dugan,12,/A9Hv8qqB4fgb5IMjEESzBo8LXPZ.jpg,"[9614, 11298, 1552, 12714, 149445, 19051, 65596, 32042, 10661, 24729, 91722, 19127, 85966]",13,"[12000000, 1000000, 0, 0, 0, 5000000, 0, 0, 90000000, 0, 0, 0, 75000]"
1565,1565,23,Potter,52fe4511c3a36847f80ba96d,2,58478,Kevin Nealon,13,/8IyCgKbjDTBlIICz49igBskwssS.jpg,"[9614, 9612, 11003, 14195, 9678, 10833, 10956, 19973, 13376, 9506, 10708, 21765, 11584, 13644, 15258, 9900, 10661, 11665, 20856, 33009, 50546, 67911, 32694, 232672, 249266, 36575, 191120, 316067, 341012, 419700]",30,"[12000000, 0, 18000000, 10000000, 85000000, 35000000, 17700000, 0, 0, 75000000, 60000000, 17000000, 0, 0, 0, 0, 90000000, 80000000, 45000000, 0, 80000000, 10000000, 0, 40000000, 0, 0, 0, 0, 0, 0]"
1569,1569,10,Francesca Johnson,52fe426ac3a36847f801cfc5,1,5064,Meryl Streep,0,/oTJj6bLpbmseLww03MOn0eDqYuh.jpg,"[688, 43566, 8987, 2259, 15764, 696, 11778, 9819, 12102, 606, 53113, 5332, 13818, 41166, 26149, 35119, 9374, 12186, 11157, 40962, 22414, 644, 12537, 12502, 52744, 2757, 590, 32048, 1792, 14462, 11774, 42222, 24019, 2313, 9526, 350, 9906, 6022, 5125, 4515, 18031, 11631, 17704, 14359, 47906, 24803, 10315, 22897, 45485, 295560, 71688, 82696, 92837, 152737, 227156, 264656, 224141, 173205, 275601, 84196, 245168, 293603, 315664, 356325, 44303, 449758]",66,"[24000000, 35000000, 45000000, 25000000, 12000000, 0, 15000000, 23000000, 8000000, 31000000, 0, 0, 0, 0, 27000000, 15000000, 55000000, 0, 0, 0, 22000000, 100000000, 0, 0, 0, 19000000, 25000000, 10000000, 55000000, 80000000, 140000000, 0, 60000000, 0, 10000000, 35000000, 50000000, 0, 27500000, 35000000, 0, 52000000, 0, 20000000, 0, 40000000, 40000000, 85000000, 0, 0, 13000000, 30000000, 0, 25000000, 25000000, 16000000, 50000000, 0, 18000000, 0, 14000000, 0, 29000000, 0, 0, 0]"
1570,1570,11,Robert Kincaid,52fe426ac3a36847f801cfc9,2,190,Clint Eastwood,1,/wJosJW9DNWHOA8h63bQr2HgHC48.jpg,"[688, 8839, 9386, 9559, 429, 33, 66, 8879, 10015, 10354, 9077, 11901, 4929, 391, 26170, 10747, 938, 10648, 8348, 5551, 21866, 11589, 10651, 20006, 20391, 17169, 15393, 984, 10649, 17689, 10650, 15417, 9573, 10724, 37917, 38868, 11916, 14881, 11046, 11707, 6723, 16969, 28761, 94771, 10734, 40374, 31906, 70, 20187, 55676, 13223, 295560, 36236, 94623, 101520, 87825, 127878, 173467, 112672, 80775, 324314, 130134, 40761]",63,"[24000000, 50000000, 40000000, 30000000, 1200000, 14000000, 50000000, 0, 15000000, 0, 0, 5500000, 1800000, 200000, 0, 3700000, 600000, 0, 0, 65000000, 0, 4000000, 20000000, 0, 20000000, 0, 725000, 4000000, 9000000, 5500000, 22000000, 5, 50000000, 18000000, 0, 0, 0, 0, 7700000, 0, 10000000, 25000000, 0, 0, 8000000, 0, 0, 30000000, 0, 0, 33000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1571,1571,12,Caroline Johnson,52fe426ac3a36847f801cfcd,1,6907,Annie Corley,2,/cb2fKqpMAZ9NwMj8HXMfWV6VHci.jpg,"[688, 18519, 13539, 35696, 470, 504, 40930, 31146, 10115, 20407, 22803, 25610]",12,"[24000000, 0, 0, 15600000, 20000000, 8000000, 0, 0, 0, 0, 53000000, 12]"
